"","Casual","Registered","Month","Day","Year","Hour","Holiday","WorkDay","Weather","Temp","TempFeel","Humidity","Windspeed","MonthName"
"6617",6,16,"10",6,"2011","6","0","0","1",0.42,0.4242,0.94,0,"October"
"6618",27,46,"10",6,"2011","7","0","0","1",0.42,0.4242,0.94,0.0896,"October"
"6619",14,89,"10",6,"2011","8","0","0","1",0.46,0.4545,0.82,0,"October"
"6620",54,163,"10",6,"2011","9","0","0","1",0.5,0.4848,0.77,0,"October"
"6621",120,217,"10",6,"2011","10","0","0","1",0.52,0.5,0.77,0,"October"
"6622",176,221,"10",6,"2011","11","0","0","1",0.58,0.5455,0.56,0,"October"
"6623",191,255,"10",6,"2011","12","0","0","1",0.62,0.6212,0.35,0,"October"
"6624",256,229,"10",6,"2011","13","0","0","1",0.62,0.6212,0.46,0.1045,"October"
"6625",251,214,"10",6,"2011","14","0","0","1",0.62,0.6212,0.5,0.0896,"October"
"6626",262,234,"10",6,"2011","15","0","0","1",0.66,0.6212,0.39,0,"October"
"6627",221,230,"10",6,"2011","16","0","0","1",0.64,0.6212,0.44,0.0896,"October"
"6628",174,219,"10",6,"2011","17","0","0","1",0.62,0.6212,0.5,0.1343,"October"
"6629",135,224,"10",6,"2011","18","0","0","1",0.6,0.6212,0.46,0.1045,"October"
"6630",76,172,"10",6,"2011","19","0","0","1",0.54,0.5152,0.68,0.1343,"October"
"6631",78,124,"10",6,"2011","20","0","0","1",0.52,0.5,0.77,0.1045,"October"
"6632",54,133,"10",6,"2011","21","0","0","1",0.52,0.5,0.77,0,"October"
"6633",45,104,"10",6,"2011","22","0","0","1",0.5,0.4848,0.77,0,"October"
"6634",52,90,"10",6,"2011","23","0","0","1",0.48,0.4697,0.88,0,"October"
"6635",46,83,"10",0,"2011","0","0","0","1",0.46,0.4545,0.88,0.0896,"October"
"6636",15,63,"10",0,"2011","1","0","0","1",0.46,0.4545,0.88,0,"October"
"6637",20,35,"10",0,"2011","2","0","0","1",0.46,0.4545,0.88,0,"October"
"6638",10,20,"10",0,"2011","3","0","0","1",0.44,0.4394,0.88,0,"October"
"6639",7,7,"10",0,"2011","4","0","0","1",0.44,0.4394,0.88,0,"October"
"6640",1,14,"10",0,"2011","5","0","0","1",0.44,0.4394,0.88,0,"October"
"6641",7,14,"10",0,"2011","6","0","0","1",0.44,0.4394,0.88,0,"October"
"6642",18,26,"10",0,"2011","7","0","0","1",0.44,0.4394,0.86,0,"October"
"6643",25,82,"10",0,"2011","8","0","0","1",0.46,0.4545,0.88,0,"October"
"6644",66,119,"10",0,"2011","9","0","0","1",0.5,0.4848,0.77,0,"October"
"6645",155,210,"10",0,"2011","10","0","0","1",0.56,0.5303,0.68,0.0896,"October"
"6646",189,234,"10",0,"2011","11","0","0","1",0.62,0.6212,0.53,0.0896,"October"
"6647",212,243,"10",0,"2011","12","0","0","1",0.64,0.6212,0.44,0.0896,"October"
"6648",225,193,"10",0,"2011","13","0","0","1",0.66,0.6212,0.44,0.0896,"October"
"6649",272,228,"10",0,"2011","14","0","0","1",0.68,0.6364,0.47,0.1642,"October"
"6650",198,209,"10",0,"2011","15","0","0","1",0.68,0.6364,0.51,0.1642,"October"
"6651",223,247,"10",0,"2011","16","0","0","1",0.66,0.6212,0.5,0.1343,"October"
"6652",208,230,"10",0,"2011","17","0","0","1",0.62,0.6061,0.61,0.1045,"October"
"6653",186,228,"10",0,"2011","18","0","0","1",0.64,0.6212,0.5,0.1045,"October"
"6654",116,186,"10",0,"2011","19","0","0","1",0.56,0.5303,0.73,0.0896,"October"
"6655",59,134,"10",0,"2011","20","0","0","1",0.56,0.5303,0.73,0.1045,"October"
"6656",53,120,"10",0,"2011","21","0","0","1",0.54,0.5152,0.83,0.1045,"October"
"6657",48,104,"10",0,"2011","22","0","0","2",0.52,0.5,0.94,0,"October"
"6658",38,85,"10",0,"2011","23","0","0","1",0.5,0.4848,0.88,0.1045,"October"
"6659",11,42,"10",1,"2011","0","1","0","1",0.5,0.4848,0.94,0,"October"
"6660",4,30,"10",1,"2011","1","1","0","1",0.48,0.4697,0.88,0,"October"
"6661",4,15,"10",1,"2011","2","1","0","1",0.48,0.4697,0.88,0,"October"
"6662",2,9,"10",1,"2011","3","1","0","1",0.46,0.4545,0.88,0,"October"
"6663",2,4,"10",1,"2011","4","1","0","1",0.46,0.4545,0.94,0,"October"
"6664",2,19,"10",1,"2011","5","1","0","1",0.46,0.4545,0.94,0,"October"
"6665",5,39,"10",1,"2011","6","1","0","1",0.44,0.4394,0.94,0,"October"
"6666",12,102,"10",1,"2011","7","1","0","1",0.46,0.4545,0.88,0,"October"
"6667",27,227,"10",1,"2011","8","1","0","1",0.52,0.5,0.83,0,"October"
"6668",58,161,"10",1,"2011","9","1","0","1",0.54,0.5152,0.77,0,"October"
"6669",107,158,"10",1,"2011","10","1","0","1",0.56,0.5303,0.73,0.1642,"October"
"6670",139,183,"10",1,"2011","11","1","0","1",0.62,0.6061,0.69,0.0896,"October"
"6671",164,201,"10",1,"2011","12","1","0","2",0.7,0.6515,0.48,0.0896,"October"
"6672",146,219,"10",1,"2011","13","1","0","1",0.72,0.6515,0.37,0,"October"
"6673",147,223,"10",1,"2011","14","1","0","1",0.74,0.6515,0.37,0,"October"
"6674",130,254,"10",1,"2011","15","1","0","2",0.72,0.6515,0.42,0.1045,"October"
"6675",154,248,"10",1,"2011","16","1","0","2",0.7,0.6364,0.45,0.0896,"October"
"6676",125,334,"10",1,"2011","17","1","0","2",0.66,0.6212,0.54,0.1045,"October"
"6677",108,365,"10",1,"2011","18","1","0","2",0.64,0.6212,0.53,0,"October"
"6678",69,267,"10",1,"2011","19","1","0","2",0.58,0.5455,0.78,0.0896,"October"
"6679",37,188,"10",1,"2011","20","1","0","1",0.6,0.5909,0.73,0,"October"
"6680",27,148,"10",1,"2011","21","1","0","1",0.56,0.5303,0.88,0.0896,"October"
"6681",22,104,"10",1,"2011","22","1","0","1",0.56,0.5303,0.88,0.0896,"October"
"6682",12,63,"10",1,"2011","23","1","0","2",0.54,0.5152,0.88,0.1045,"October"
"6683",14,16,"10",2,"2011","0","0","1","2",0.54,0.5152,0.88,0,"October"
"6684",2,9,"10",2,"2011","1","0","1","2",0.52,0.5,0.94,0.0896,"October"
"6685",1,4,"10",2,"2011","2","0","1","2",0.52,0.5,0.94,0.1343,"October"
"6686",2,1,"10",2,"2011","3","0","1","2",0.52,0.5,0.88,0.1045,"October"
"6687",0,5,"10",2,"2011","4","0","1","2",0.52,0.5,0.88,0.1343,"October"
"6688",0,20,"10",2,"2011","5","0","1","2",0.52,0.5,0.88,0,"October"
"6689",9,114,"10",2,"2011","6","0","1","1",0.52,0.5,0.83,0.0896,"October"
"6690",19,333,"10",2,"2011","7","0","1","2",0.52,0.5,0.88,0.0896,"October"
"6691",31,375,"10",2,"2011","8","0","1","2",0.56,0.5303,0.83,0.1045,"October"
"6692",40,195,"10",2,"2011","9","0","1","2",0.6,0.5909,0.69,0,"October"
"6693",38,111,"10",2,"2011","10","0","1","2",0.6,0.5909,0.69,0.1343,"October"
"6694",31,92,"10",2,"2011","11","0","1","2",0.6,0.5909,0.73,0.1642,"October"
"6695",51,130,"10",2,"2011","12","0","1","2",0.6,0.5909,0.73,0.1642,"October"
"6696",42,138,"10",2,"2011","13","0","1","2",0.6,0.5909,0.73,0.194,"October"
"6697",54,117,"10",2,"2011","14","0","1","3",0.6,0.5909,0.73,0.1045,"October"
"6698",36,139,"10",2,"2011","15","0","1","2",0.6,0.5758,0.78,0.1642,"October"
"6699",63,257,"10",2,"2011","16","0","1","2",0.6,0.5909,0.73,0.1642,"October"
"6700",70,534,"10",2,"2011","17","0","1","2",0.6,0.5758,0.78,0.2537,"October"
"6701",46,493,"10",2,"2011","18","0","1","2",0.6,0.5758,0.78,0.2239,"October"
"6702",33,285,"10",2,"2011","19","0","1","2",0.58,0.5455,0.83,0.2239,"October"
"6703",31,203,"10",2,"2011","20","0","1","2",0.58,0.5455,0.83,0.2239,"October"
"6704",17,158,"10",2,"2011","21","0","1","2",0.58,0.5455,0.78,0.194,"October"
"6705",27,120,"10",2,"2011","22","0","1","2",0.56,0.5303,0.83,0.194,"October"
"6706",10,47,"10",2,"2011","23","0","1","2",0.56,0.5303,0.83,0.2836,"October"
"6707",2,23,"10",3,"2011","0","0","1","2",0.56,0.5303,0.83,0.1343,"October"
"6708",2,8,"10",3,"2011","1","0","1","3",0.56,0.5303,0.83,0.1343,"October"
"6709",0,2,"10",3,"2011","2","0","1","2",0.56,0.5303,0.83,0.2836,"October"
"6710",0,2,"10",3,"2011","3","0","1","3",0.54,0.5152,0.94,0.2985,"October"
"6711",1,6,"10",3,"2011","4","0","1","3",0.54,0.5152,0.94,0.3881,"October"
"6712",0,22,"10",3,"2011","5","0","1","2",0.54,0.5152,0.88,0.3284,"October"
"6713",5,107,"10",3,"2011","6","0","1","2",0.54,0.5152,0.88,0.2537,"October"
"6714",15,244,"10",3,"2011","7","0","1","2",0.54,0.5152,0.88,0.3881,"October"
"6715",27,377,"10",3,"2011","8","0","1","2",0.54,0.5152,0.88,0.3881,"October"
"6716",14,183,"10",3,"2011","9","0","1","2",0.54,0.5152,0.88,0.4478,"October"
"6717",15,98,"10",3,"2011","10","0","1","2",0.54,0.5152,0.88,0.3881,"October"
"6718",18,102,"10",3,"2011","11","0","1","3",0.54,0.5152,0.94,0.3284,"October"
"6719",9,53,"10",3,"2011","12","0","1","3",0.54,0.5152,0.88,0.3284,"October"
"6720",25,76,"10",3,"2011","13","0","1","3",0.54,0.5152,0.88,0.2239,"October"
"6721",8,70,"10",3,"2011","14","0","1","3",0.54,0.5152,0.94,0.2836,"October"
"6722",3,42,"10",3,"2011","15","0","1","3",0.54,0.5152,0.94,0.2537,"October"
"6723",5,50,"10",3,"2011","16","0","1","2",0.56,0.5303,0.88,0.2239,"October"
"6724",16,235,"10",3,"2011","17","0","1","3",0.54,0.5152,0.94,0.2239,"October"
"6725",11,161,"10",3,"2011","18","0","1","3",0.54,0.5152,0.94,0.1343,"October"
"6726",7,102,"10",3,"2011","19","0","1","3",0.54,0.5152,0.94,0.1343,"October"
"6727",9,81,"10",3,"2011","20","0","1","3",0.54,0.5152,0.94,0.1045,"October"
"6728",9,74,"10",3,"2011","21","0","1","3",0.54,0.5152,1,0.1045,"October"
"6729",3,40,"10",3,"2011","22","0","1","3",0.54,0.5152,0.94,0.0896,"October"
"6730",13,41,"10",3,"2011","23","0","1","3",0.54,0.5152,0.94,0.0896,"October"
"6731",1,14,"10",4,"2011","0","0","1","2",0.54,0.5152,0.94,0.1343,"October"
"6732",3,9,"10",4,"2011","1","0","1","2",0.54,0.5152,0.94,0,"October"
"6733",0,4,"10",4,"2011","2","0","1","2",0.54,0.5152,0.94,0,"October"
"6734",2,4,"10",4,"2011","3","0","1","2",0.54,0.5152,1,0.194,"October"
"6735",2,5,"10",4,"2011","4","0","1","2",0.54,0.5152,1,0.1045,"October"
"6736",1,16,"10",4,"2011","5","0","1","2",0.54,0.5152,1,0.1045,"October"
"6737",1,51,"10",4,"2011","6","0","1","3",0.54,0.5152,1,0.0896,"October"
"6738",5,76,"10",4,"2011","7","0","1","3",0.54,0.5152,1,0.1343,"October"
"6739",10,199,"10",4,"2011","8","0","1","3",0.54,0.5152,1,0.0896,"October"
"6740",3,106,"10",4,"2011","9","0","1","3",0.56,0.5303,1,0.1045,"October"
"6741",16,53,"10",4,"2011","10","0","1","3",0.56,0.5303,1,0.1343,"October"
"6742",8,76,"10",4,"2011","11","0","1","2",0.62,0.5758,0.83,0,"October"
"6743",10,95,"10",4,"2011","12","0","1","2",0.62,0.5606,0.88,0,"October"
"6744",20,142,"10",4,"2011","13","0","1","2",0.64,0.5758,0.83,0.1642,"October"
"6745",22,111,"10",4,"2011","14","0","1","1",0.66,0.6061,0.78,0.194,"October"
"6746",27,128,"10",4,"2011","15","0","1","1",0.66,0.6061,0.78,0.194,"October"
"6747",36,240,"10",4,"2011","16","0","1","1",0.66,0.6212,0.74,0.2239,"October"
"6748",47,432,"10",4,"2011","17","0","1","3",0.62,0.5758,0.83,0.2537,"October"
"6749",20,248,"10",4,"2011","18","0","1","3",0.62,0.5758,0.83,0.2537,"October"
"6750",18,187,"10",4,"2011","19","0","1","2",0.62,0.5758,0.83,0.1642,"October"
"6751",15,166,"10",4,"2011","20","0","1","1",0.62,0.5758,0.83,0.2836,"October"
"6752",8,115,"10",4,"2011","21","0","1","1",0.62,0.5758,0.83,0.194,"October"
"6753",13,101,"10",4,"2011","22","0","1","1",0.62,0.5758,0.83,0.194,"October"
"6754",2,45,"10",4,"2011","23","0","1","2",0.58,0.5455,0.88,0.194,"October"
"6755",10,29,"10",5,"2011","0","0","1","1",0.58,0.5455,0.94,0.0896,"October"
"6756",8,16,"10",5,"2011","1","0","1","1",0.58,0.5455,0.94,0.1343,"October"
"6757",0,6,"10",5,"2011","2","0","1","1",0.56,0.5303,0.94,0.1642,"October"
"6758",1,6,"10",5,"2011","3","0","1","1",0.56,0.5303,0.94,0.1343,"October"
"6759",0,8,"10",5,"2011","4","0","1","1",0.56,0.5303,0.94,0.194,"October"
"6760",0,17,"10",5,"2011","5","0","1","2",0.56,0.5303,0.94,0.1642,"October"
"6761",4,90,"10",5,"2011","6","0","1","3",0.56,0.5303,0.88,0.194,"October"
"6762",10,137,"10",5,"2011","7","0","1","3",0.56,0.5303,0.88,0.194,"October"
"6763",23,186,"10",5,"2011","8","0","1","2",0.56,0.5303,0.9,0.1642,"October"
"6764",16,164,"10",5,"2011","9","0","1","2",0.56,0.5303,0.94,0.2239,"October"
"6765",17,108,"10",5,"2011","10","0","1","3",0.54,0.5152,0.88,0.3582,"October"
"6766",11,76,"10",5,"2011","11","0","1","3",0.52,0.5,0.88,0.1642,"October"
"6767",13,62,"10",5,"2011","12","0","1","3",0.52,0.5,0.88,0.1642,"October"
"6768",18,114,"10",5,"2011","13","0","1","1",0.56,0.5303,0.73,0.3582,"October"
"6769",37,119,"10",5,"2011","14","0","1","1",0.62,0.6212,0.43,0.3582,"October"
"6770",61,169,"10",5,"2011","15","0","1","1",0.62,0.6212,0.43,0.2836,"October"
"6771",80,264,"10",5,"2011","16","0","1","1",0.6,0.6212,0.43,0.2239,"October"
"6772",55,426,"10",5,"2011","17","0","1","1",0.58,0.5455,0.46,0.4179,"October"
"6773",62,361,"10",5,"2011","18","0","1","1",0.54,0.5152,0.39,0.2836,"October"
"6774",27,221,"10",5,"2011","19","0","1","1",0.54,0.5152,0.39,0.3284,"October"
"6775",19,177,"10",5,"2011","20","0","1","1",0.52,0.5,0.42,0.194,"October"
"6776",22,156,"10",5,"2011","21","0","1","1",0.5,0.4848,0.45,0.194,"October"
"6777",20,123,"10",5,"2011","22","0","1","1",0.46,0.4545,0.59,0.2239,"October"
"6778",15,80,"10",5,"2011","23","0","1","1",0.46,0.4545,0.59,0.1642,"October"
"6779",18,88,"10",6,"2011","0","0","0","1",0.46,0.4545,0.55,0.1045,"October"
"6780",9,64,"10",6,"2011","1","0","0","1",0.46,0.4545,0.55,0.2537,"October"
"6781",17,39,"10",6,"2011","2","0","0","1",0.46,0.4545,0.59,0.194,"October"
"6782",5,18,"10",6,"2011","3","0","0","1",0.44,0.4394,0.62,0.194,"October"
"6783",0,6,"10",6,"2011","4","0","0","1",0.42,0.4242,0.67,0.1343,"October"
"6784",1,6,"10",6,"2011","5","0","0","1",0.42,0.4242,0.71,0.1642,"October"
"6785",5,15,"10",6,"2011","6","0","0","1",0.4,0.4091,0.71,0,"October"
"6786",17,40,"10",6,"2011","7","0","0","1",0.4,0.4091,0.76,0.1045,"October"
"6787",24,101,"10",6,"2011","8","0","0","1",0.46,0.4545,0.59,0.2836,"October"
"6788",50,157,"10",6,"2011","9","0","0","1",0.52,0.5,0.48,0.2985,"October"
"6789",115,207,"10",6,"2011","10","0","0","1",0.54,0.5152,0.45,0.4478,"October"
"6790",153,221,"10",6,"2011","11","0","0","1",0.56,0.5303,0.4,0.3881,"October"
"6791",195,261,"10",6,"2011","12","0","0","1",0.58,0.5455,0.35,0.5522,"October"
"6792",171,223,"10",6,"2011","13","0","0","1",0.6,0.6212,0.35,0.4627,"October"
"6793",242,230,"10",6,"2011","14","0","0","1",0.6,0.6212,0.33,0.4627,"October"
"6794",166,211,"10",6,"2011","15","0","0","1",0.62,0.6212,0.31,0.4925,"October"
"6795",179,264,"10",6,"2011","16","0","0","1",0.62,0.6212,0.29,0.3881,"October"
"6796",177,264,"10",6,"2011","17","0","0","1",0.58,0.5455,0.32,0.2836,"October"
"6797",121,251,"10",6,"2011","18","0","0","1",0.54,0.5152,0.39,0.194,"October"
"6798",61,177,"10",6,"2011","19","0","0","1",0.5,0.4848,0.51,0.1343,"October"
"6799",42,137,"10",6,"2011","20","0","0","1",0.5,0.4848,0.48,0.1343,"October"
"6800",53,115,"10",6,"2011","21","0","0","1",0.5,0.4848,0.42,0.2239,"October"
"6801",45,121,"10",6,"2011","22","0","0","1",0.5,0.4848,0.36,0.1343,"October"
"6802",33,102,"10",6,"2011","23","0","0","1",0.48,0.4697,0.41,0.1642,"October"
"6803",22,85,"10",0,"2011","0","0","0","1",0.46,0.4545,0.44,0.1343,"October"
"6804",13,64,"10",0,"2011","1","0","0","1",0.44,0.4394,0.47,0.1343,"October"
"6805",13,52,"10",0,"2011","2","0","0","1",0.42,0.4242,0.54,0.1343,"October"
"6806",11,31,"10",0,"2011","3","0","0","1",0.42,0.4242,0.54,0.1343,"October"
"6807",5,7,"10",0,"2011","4","0","0","1",0.42,0.4242,0.54,0.194,"October"
"6808",1,6,"10",0,"2011","5","0","0","1",0.42,0.4242,0.54,0.1642,"October"
"6809",3,7,"10",0,"2011","6","0","0","1",0.38,0.3939,0.66,0.1642,"October"
"6810",9,39,"10",0,"2011","7","0","0","1",0.4,0.4091,0.62,0.1343,"October"
"6811",28,71,"10",0,"2011","8","0","0","1",0.44,0.4394,0.62,0.194,"October"
"6812",39,151,"10",0,"2011","9","0","0","1",0.5,0.4848,0.45,0.2239,"October"
"6813",121,226,"10",0,"2011","10","0","0","1",0.54,0.5152,0.45,0.2537,"October"
"6814",159,218,"10",0,"2011","11","0","0","1",0.56,0.5303,0.35,0.2836,"October"
"6815",167,277,"10",0,"2011","12","0","0","1",0.58,0.5455,0.35,0.2537,"October"
"6816",169,269,"10",0,"2011","13","0","0","1",0.6,0.6212,0.35,0.2985,"October"
"6817",204,258,"10",0,"2011","14","0","0","1",0.6,0.6212,0.4,0.2985,"October"
"6818",182,230,"10",0,"2011","15","0","0","1",0.62,0.6212,0.35,0.3881,"October"
"6819",177,289,"10",0,"2011","16","0","0","1",0.6,0.6212,0.46,0.3881,"October"
"6820",152,253,"10",0,"2011","17","0","0","1",0.58,0.5455,0.49,0.4627,"October"
"6821",102,226,"10",0,"2011","18","0","0","1",0.56,0.5303,0.49,0.4478,"October"
"6822",52,181,"10",0,"2011","19","0","0","1",0.54,0.5152,0.52,0.3881,"October"
"6823",49,129,"10",0,"2011","20","0","0","1",0.54,0.5152,0.52,0.4627,"October"
"6824",14,88,"10",0,"2011","21","0","0","1",0.54,0.5152,0.52,0.3881,"October"
"6825",42,88,"10",0,"2011","22","0","0","1",0.56,0.5303,0.49,0.4179,"October"
"6826",14,48,"10",0,"2011","23","0","0","1",0.56,0.5303,0.52,0.4179,"October"
"6827",12,25,"10",1,"2011","0","0","1","1",0.54,0.5152,0.56,0.3284,"October"
"6828",2,15,"10",1,"2011","1","0","1","1",0.56,0.5303,0.54,0.3881,"October"
"6829",4,3,"10",1,"2011","2","0","1","1",0.56,0.5303,0.54,0.3881,"October"
"6830",0,2,"10",1,"2011","3","0","1","1",0.56,0.5303,0.49,0.194,"October"
"6831",2,3,"10",1,"2011","4","0","1","1",0.52,0.5,0.59,0.1642,"October"
"6832",1,28,"10",1,"2011","5","0","1","1",0.5,0.4848,0.63,0.2985,"October"
"6833",7,107,"10",1,"2011","6","0","1","1",0.5,0.4848,0.55,0.2537,"October"
"6834",10,299,"10",1,"2011","7","0","1","2",0.5,0.4848,0.55,0.1642,"October"
"6835",33,381,"10",1,"2011","8","0","1","2",0.5,0.4848,0.51,0.2537,"October"
"6836",26,180,"10",1,"2011","9","0","1","2",0.5,0.4848,0.45,0.2836,"October"
"6837",43,92,"10",1,"2011","10","0","1","1",0.52,0.5,0.45,0.1642,"October"
"6838",35,131,"10",1,"2011","11","0","1","1",0.56,0.5303,0.43,0,"October"
"6839",39,166,"10",1,"2011","12","0","1","1",0.56,0.5303,0.4,0.0896,"October"
"6840",49,156,"10",1,"2011","13","0","1","1",0.56,0.5303,0.46,0.0896,"October"
"6841",44,122,"10",1,"2011","14","0","1","1",0.58,0.5455,0.49,0.194,"October"
"6842",66,142,"10",1,"2011","15","0","1","1",0.56,0.5303,0.6,0.2537,"October"
"6843",64,238,"10",1,"2011","16","0","1","1",0.58,0.5455,0.56,0.2537,"October"
"6844",80,540,"10",1,"2011","17","0","1","1",0.56,0.5303,0.64,0.1343,"October"
"6845",49,469,"10",1,"2011","18","0","1","1",0.56,0.5303,0.6,0,"October"
"6846",45,288,"10",1,"2011","19","0","1","1",0.54,0.5152,0.68,0.1045,"October"
"6847",40,189,"10",1,"2011","20","0","1","1",0.52,0.5,0.77,0.1045,"October"
"6848",36,141,"10",1,"2011","21","0","1","1",0.5,0.4848,0.77,0.1045,"October"
"6849",16,88,"10",1,"2011","22","0","1","1",0.5,0.4848,0.77,0,"October"
"6850",10,52,"10",1,"2011","23","0","1","2",0.48,0.4697,0.88,0,"October"
"6851",8,23,"10",2,"2011","0","0","1","1",0.48,0.4697,0.82,0,"October"
"6852",4,7,"10",2,"2011","1","0","1","2",0.46,0.4545,0.88,0,"October"
"6853",1,4,"10",2,"2011","2","0","1","1",0.44,0.4394,0.94,0.0896,"October"
"6854",0,1,"10",2,"2011","3","0","1","1",0.44,0.4394,0.94,0.0896,"October"
"6855",0,4,"10",2,"2011","4","0","1","2",0.44,0.4394,0.94,0.1045,"October"
"6856",2,19,"10",2,"2011","5","0","1","2",0.46,0.4545,0.88,0,"October"
"6857",4,105,"10",2,"2011","6","0","1","1",0.46,0.4545,0.82,0.0896,"October"
"6858",15,326,"10",2,"2011","7","0","1","1",0.46,0.4545,0.88,0.0896,"October"
"6859",25,474,"10",2,"2011","8","0","1","1",0.5,0.4848,0.77,0.0896,"October"
"6860",29,198,"10",2,"2011","9","0","1","2",0.52,0.5,0.77,0.0896,"October"
"6861",27,75,"10",2,"2011","10","0","1","2",0.56,0.5303,0.68,0,"October"
"6862",35,112,"10",2,"2011","11","0","1","2",0.6,0.6212,0.49,0.1045,"October"
"6863",42,159,"10",2,"2011","12","0","1","2",0.62,0.6212,0.43,0.0896,"October"
"6864",48,171,"10",2,"2011","13","0","1","2",0.64,0.6212,0.38,0.194,"October"
"6865",32,137,"10",2,"2011","14","0","1","2",0.62,0.6212,0.41,0.1642,"October"
"6866",66,139,"10",2,"2011","15","0","1","1",0.62,0.6212,0.5,0.194,"October"
"6867",58,246,"10",2,"2011","16","0","1","1",0.62,0.6212,0.57,0.2537,"October"
"6868",72,553,"10",2,"2011","17","0","1","1",0.6,0.6061,0.6,0.1343,"October"
"6869",58,512,"10",2,"2011","18","0","1","1",0.56,0.5303,0.68,0.1045,"October"
"6870",31,286,"10",2,"2011","19","0","1","1",0.56,0.5303,0.6,0.1045,"October"
"6871",23,204,"10",2,"2011","20","0","1","1",0.54,0.5152,0.64,0.1642,"October"
"6872",28,178,"10",2,"2011","21","0","1","2",0.54,0.5152,0.68,0.1343,"October"
"6873",22,115,"10",2,"2011","22","0","1","2",0.52,0.5,0.77,0.1642,"October"
"6874",7,63,"10",2,"2011","23","0","1","2",0.52,0.5,0.77,0.194,"October"
"6875",11,23,"10",3,"2011","0","0","1","2",0.52,0.5,0.77,0.194,"October"
"6876",7,9,"10",3,"2011","1","0","1","2",0.52,0.5,0.77,0.194,"October"
"6877",1,6,"10",3,"2011","2","0","1","2",0.52,0.5,0.77,0.194,"October"
"6878",0,3,"10",3,"2011","4","0","1","3",0.5,0.4848,0.94,0.194,"October"
"6879",0,3,"10",3,"2011","5","0","1","3",0.5,0.4848,1,0.1045,"October"
"6880",3,28,"10",3,"2011","6","0","1","3",0.52,0.5,0.83,0.2537,"October"
"6881",1,67,"10",3,"2011","7","0","1","3",0.52,0.5,0.77,0.2537,"October"
"6882",10,200,"10",3,"2011","8","0","1","3",0.54,0.5152,0.7,0.4925,"October"
"6883",17,185,"10",3,"2011","9","0","1","3",0.52,0.5,0.88,0.4925,"October"
"6884",14,109,"10",3,"2011","10","0","1","3",0.52,0.5,0.88,0.4925,"October"
"6885",33,116,"10",3,"2011","11","0","1","3",0.52,0.5,0.94,0.2537,"October"
"6886",13,117,"10",3,"2011","12","0","1","3",0.52,0.5,0.94,0.3284,"October"
"6887",20,86,"10",3,"2011","13","0","1","2",0.54,0.5152,0.94,0.2836,"October"
"6888",17,80,"10",3,"2011","14","0","1","3",0.54,0.5152,0.94,0.1642,"October"
"6889",21,99,"10",3,"2011","15","0","1","3",0.54,0.5152,1,0.1343,"October"
"6890",21,180,"10",3,"2011","16","0","1","3",0.56,0.5303,0.94,0.1642,"October"
"6891",11,170,"10",3,"2011","17","0","1","3",0.56,0.5303,0.94,0.1642,"October"
"6892",8,132,"10",3,"2011","18","0","1","3",0.56,0.5303,1,0.1642,"October"
"6893",8,189,"10",3,"2011","19","0","1","2",0.6,0.5455,0.88,0.1343,"October"
"6894",5,140,"10",3,"2011","20","0","1","3",0.6,0.5152,0.94,0.0896,"October"
"6895",6,79,"10",3,"2011","21","0","1","2",0.58,0.5455,0.94,0.1343,"October"
"6896",13,94,"10",3,"2011","22","0","1","2",0.58,0.5455,0.94,0.3582,"October"
"6897",14,55,"10",3,"2011","23","0","1","2",0.58,0.5455,0.94,0.3582,"October"
"6898",4,22,"10",4,"2011","0","0","1","1",0.56,0.5303,0.94,0.2985,"October"
"6899",4,11,"10",4,"2011","1","0","1","1",0.56,0.5303,0.88,0.3582,"October"
"6900",0,4,"10",4,"2011","2","0","1","1",0.56,0.5303,0.88,0.4478,"October"
"6901",0,1,"10",4,"2011","3","0","1","1",0.5,0.4848,0.82,0.4627,"October"
"6902",2,6,"10",4,"2011","4","0","1","1",0.5,0.4848,0.82,0.4627,"October"
"6903",2,24,"10",4,"2011","5","0","1","1",0.48,0.4697,0.82,0.3582,"October"
"6904",5,87,"10",4,"2011","6","0","1","1",0.44,0.4394,0.82,0.4179,"October"
"6905",15,303,"10",4,"2011","7","0","1","1",0.42,0.4242,0.77,0.4478,"October"
"6906",17,409,"10",4,"2011","8","0","1","1",0.44,0.4394,0.67,0.5224,"October"
"6907",26,197,"10",4,"2011","9","0","1","1",0.44,0.4394,0.67,0.5821,"October"
"6908",25,105,"10",4,"2011","10","0","1","1",0.46,0.4545,0.59,0.4478,"October"
"6909",30,99,"10",4,"2011","11","0","1","1",0.48,0.4697,0.55,0.5224,"October"
"6910",28,171,"10",4,"2011","12","0","1","1",0.48,0.4697,0.48,0.5224,"October"
"6911",28,136,"10",4,"2011","13","0","1","1",0.5,0.4848,0.45,0.5821,"October"
"6912",38,117,"10",4,"2011","14","0","1","2",0.48,0.4697,0.48,0.5522,"October"
"6913",22,138,"10",4,"2011","15","0","1","2",0.48,0.4697,0.51,0.4478,"October"
"6914",31,203,"10",4,"2011","16","0","1","2",0.48,0.4697,0.51,0.4478,"October"
"6915",56,438,"10",4,"2011","17","0","1","2",0.48,0.4697,0.48,0.3881,"October"
"6916",39,430,"10",4,"2011","18","0","1","2",0.46,0.4545,0.51,0.2985,"October"
"6917",20,278,"10",4,"2011","19","0","1","1",0.46,0.4545,0.51,0.3582,"October"
