Registered,Date,Year,Month,Day,Hour,Holiday,WorkDay,Weather,Temp,TempFeel,Humidity,Windspeed,Casual
137,10/18/11,2011,10,2,14,0,1,2,0.62,0.6212,0.41,0.1642,32
139,10/18/11,2011,10,2,15,0,1,1,0.62,0.6212,0.5,0.194,66
246,10/18/11,2011,10,2,16,0,1,1,0.62,0.6212,0.57,0.2537,58
553,10/18/11,2011,10,2,17,0,1,1,0.6,0.6061,0.6,0.1343,72
512,10/18/11,2011,10,2,18,0,1,1,0.56,0.5303,0.68,0.1045,58
286,10/18/11,2011,10,2,19,0,1,1,0.56,0.5303,0.6,0.1045,31
204,10/18/11,2011,10,2,20,0,1,1,0.54,0.5152,0.64,0.1642,23
178,10/18/11,2011,10,2,21,0,1,2,0.54,0.5152,0.68,0.1343,28
115,10/18/11,2011,10,2,22,0,1,2,0.52,0.5,0.77,0.1642,22
63,10/18/11,2011,10,2,23,0,1,2,0.52,0.5,0.77,0.194,7
23,10/19/11,2011,10,3,0,0,1,2,0.52,0.5,0.77,0.194,11
9,10/19/11,2011,10,3,1,0,1,2,0.52,0.5,0.77,0.194,7
6,10/19/11,2011,10,3,2,0,1,2,0.52,0.5,0.77,0.194,1
3,10/19/11,2011,10,3,4,0,1,3,0.5,0.4848,0.94,0.194,0
3,10/19/11,2011,10,3,5,0,1,3,0.5,0.4848,1,0.1045,0
28,10/19/11,2011,10,3,6,0,1,3,0.52,0.5,0.83,0.2537,3
67,10/19/11,2011,10,3,7,0,1,3,0.52,0.5,0.77,0.2537,1
200,10/19/11,2011,10,3,8,0,1,3,0.54,0.5152,0.7,0.4925,10
185,10/19/11,2011,10,3,9,0,1,3,0.52,0.5,0.88,0.4925,17
109,10/19/11,2011,10,3,10,0,1,3,0.52,0.5,0.88,0.4925,14
116,10/19/11,2011,10,3,11,0,1,3,0.52,0.5,0.94,0.2537,33
117,10/19/11,2011,10,3,12,0,1,3,0.52,0.5,0.94,0.3284,13
86,10/19/11,2011,10,3,13,0,1,2,0.54,0.5152,0.94,0.2836,20
80,10/19/11,2011,10,3,14,0,1,3,0.54,0.5152,0.94,0.1642,17
99,10/19/11,2011,10,3,15,0,1,3,0.54,0.5152,1,0.1343,21
180,10/19/11,2011,10,3,16,0,1,3,0.56,0.5303,0.94,0.1642,21
170,10/19/11,2011,10,3,17,0,1,3,0.56,0.5303,0.94,0.1642,11
132,10/19/11,2011,10,3,18,0,1,3,0.56,0.5303,1,0.1642,8
189,10/19/11,2011,10,3,19,0,1,2,0.6,0.5455,0.88,0.1343,8
140,10/19/11,2011,10,3,20,0,1,3,0.6,0.5152,0.94,0.0896,5
79,10/19/11,2011,10,3,21,0,1,2,0.58,0.5455,0.94,0.1343,6
94,10/19/11,2011,10,3,22,0,1,2,0.58,0.5455,0.94,0.3582,13
55,10/19/11,2011,10,3,23,0,1,2,0.58,0.5455,0.94,0.3582,14
22,10/20/11,2011,10,4,0,0,1,1,0.56,0.5303,0.94,0.2985,4
11,10/20/11,2011,10,4,1,0,1,1,0.56,0.5303,0.88,0.3582,4
4,10/20/11,2011,10,4,2,0,1,1,0.56,0.5303,0.88,0.4478,0
1,10/20/11,2011,10,4,3,0,1,1,0.5,0.4848,0.82,0.4627,0
6,10/20/11,2011,10,4,4,0,1,1,0.5,0.4848,0.82,0.4627,2
24,10/20/11,2011,10,4,5,0,1,1,0.48,0.4697,0.82,0.3582,2
87,10/20/11,2011,10,4,6,0,1,1,0.44,0.4394,0.82,0.4179,5
303,10/20/11,2011,10,4,7,0,1,1,0.42,0.4242,0.77,0.4478,15
409,10/20/11,2011,10,4,8,0,1,1,0.44,0.4394,0.67,0.5224,17
197,10/20/11,2011,10,4,9,0,1,1,0.44,0.4394,0.67,0.5821,26
105,10/20/11,2011,10,4,10,0,1,1,0.46,0.4545,0.59,0.4478,25
99,10/20/11,2011,10,4,11,0,1,1,0.48,0.4697,0.55,0.5224,30
171,10/20/11,2011,10,4,12,0,1,1,0.48,0.4697,0.48,0.5224,28
136,10/20/11,2011,10,4,13,0,1,1,0.5,0.4848,0.45,0.5821,28
117,10/20/11,2011,10,4,14,0,1,2,0.48,0.4697,0.48,0.5522,38
138,10/20/11,2011,10,4,15,0,1,2,0.48,0.4697,0.51,0.4478,22
203,10/20/11,2011,10,4,16,0,1,2,0.48,0.4697,0.51,0.4478,31
438,10/20/11,2011,10,4,17,0,1,2,0.48,0.4697,0.48,0.3881,56
430,10/20/11,2011,10,4,18,0,1,2,0.46,0.4545,0.51,0.2985,39
278,10/20/11,2011,10,4,19,0,1,1,0.46,0.4545,0.51,0.3582,20
207,10/20/11,2011,10,4,20,0,1,2,0.46,0.4545,0.51,0.3284,34
149,10/20/11,2011,10,4,21,0,1,1,0.44,0.4394,0.51,0.2985,16
106,10/20/11,2011,10,4,22,0,1,1,0.44,0.4394,0.51,0.3284,22
83,10/20/11,2011,10,4,23,0,1,1,0.42,0.4242,0.58,0.2537,7
42,10/21/11,2011,10,5,0,0,1,1,0.4,0.4091,0.62,0.2537,8
19,10/21/11,2011,10,5,1,0,1,1,0.4,0.4091,0.62,0.2239,7
12,10/21/11,2011,10,5,2,0,1,1,0.38,0.3939,0.66,0.1642,6
7,10/21/11,2011,10,5,3,0,1,1,0.36,0.3485,0.71,0.1343,0
6,10/21/11,2011,10,5,4,0,1,1,0.36,0.3485,0.71,0.1642,0
31,10/21/11,2011,10,5,5,0,1,1,0.34,0.3333,0.76,0.194,0
78,10/21/11,2011,10,5,6,0,1,1,0.36,0.3485,0.71,0.1642,7
228,10/21/11,2011,10,5,7,0,1,1,0.36,0.3485,0.71,0.1642,5
386,10/21/11,2011,10,5,8,0,1,1,0.4,0.4091,0.62,0.194,16
189,10/21/11,2011,10,5,9,0,1,2,0.42,0.4242,0.58,0.1343,33
106,10/21/11,2011,10,5,10,0,1,1,0.46,0.4545,0.51,0.1642,32
135,10/21/11,2011,10,5,11,0,1,1,0.5,0.4848,0.45,0.2239,39
193,10/21/11,2011,10,5,12,0,1,1,0.5,0.4848,0.45,0.2985,47
163,10/21/11,2011,10,5,13,0,1,1,0.48,0.4697,0.48,0.3284,43
131,10/21/11,2011,10,5,14,0,1,1,0.52,0.5,0.42,0.2985,67
178,10/21/11,2011,10,5,15,0,1,1,0.5,0.4848,0.45,0.2836,57
242,10/21/11,2011,10,5,16,0,1,1,0.5,0.4848,0.45,0.2537,60
445,10/21/11,2011,10,5,17,0,1,2,0.46,0.4545,0.51,0.2537,79
354,10/21/11,2011,10,5,18,0,1,2,0.44,0.4394,0.54,0.2537,43
228,10/21/11,2011,10,5,19,0,1,2,0.44,0.4394,0.54,0.3881,25
155,10/21/11,2011,10,5,20,0,1,2,0.44,0.4394,0.54,0.2239,29
112,10/21/11,2011,10,5,21,0,1,1,0.42,0.4242,0.58,0.1642,31
89,10/21/11,2011,10,5,22,0,1,1,0.42,0.4242,0.54,0.1642,24
99,10/21/11,2011,10,5,23,0,1,1,0.4,0.4091,0.62,0.2239,18
80,10/22/11,2011,10,6,0,0,0,1,0.4,0.4091,0.62,0.194,16
50,10/22/11,2011,10,6,1,0,0,1,0.4,0.4091,0.62,0.194,20
25,10/22/11,2011,10,6,2,0,0,1,0.4,0.4091,0.62,0.2537,6
19,10/22/11,2011,10,6,3,0,0,1,0.4,0.4091,0.62,0.1343,1
4,10/22/11,2011,10,6,4,0,0,1,0.38,0.3939,0.66,0.0896,4
7,10/22/11,2011,10,6,5,0,0,1,0.38,0.3939,0.66,0,1
17,10/22/11,2011,10,6,6,0,0,1,0.36,0.3788,0.71,0,1
49,10/22/11,2011,10,6,7,0,0,1,0.36,0.3636,0.76,0.1045,8
88,10/22/11,2011,10,6,8,0,0,1,0.4,0.4091,0.71,0,26
122,10/22/11,2011,10,6,9,0,0,1,0.42,0.4242,0.67,0.0896,47
149,10/22/11,2011,10,6,10,0,0,2,0.44,0.4394,0.62,0.1045,87
172,10/22/11,2011,10,6,11,0,0,2,0.44,0.4394,0.62,0.1045,110
211,10/22/11,2011,10,6,12,0,0,1,0.46,0.4545,0.55,0.0896,132
186,10/22/11,2011,10,6,13,0,0,1,0.5,0.4848,0.45,0,136
177,10/22/11,2011,10,6,14,0,0,2,0.48,0.4697,0.48,0.2239,133
223,10/22/11,2011,10,6,15,0,0,1,0.48,0.4697,0.51,0.2239,159
190,10/22/11,2011,10,6,16,0,0,1,0.5,0.4848,0.45,0.194,169
217,10/22/11,2011,10,6,17,0,0,1,0.46,0.4545,0.55,0.1343,143
224,10/22/11,2011,10,6,18,0,0,1,0.44,0.4394,0.54,0.0896,111
173,10/22/11,2011,10,6,19,0,0,1,0.44,0.4394,0.67,0,47
111,10/22/11,2011,10,6,20,0,0,1,0.42,0.4242,0.67,0,48
120,10/22/11,2011,10,6,21,0,0,1,0.4,0.4091,0.76,0,37
114,10/22/11,2011,10,6,22,0,0,1,0.4,0.4091,0.76,0,30
81,10/22/11,2011,10,6,23,0,0,1,0.38,0.3939,0.82,0,27
64,10/23/11,2011,10,0,0,0,0,1,0.36,0.3788,0.87,0,24
60,10/23/11,2011,10,0,1,0,0,1,0.36,0.3788,0.87,0,11
40,10/23/11,2011,10,0,2,0,0,1,0.34,0.3485,0.87,0.0896,10
31,10/23/11,2011,10,0,3,0,0,1,0.34,0.3636,0.87,0,15
1,10/23/11,2011,10,0,4,0,0,1,0.34,0.3636,0.87,0,5
2,10/23/11,2011,10,0,5,0,0,1,0.32,0.3485,0.87,0,1
12,10/23/11,2011,10,0,6,0,0,1,0.32,0.3333,0.87,0.1045,0
18,10/23/11,2011,10,0,7,0,0,1,0.34,0.3485,0.87,0.0896,3
56,10/23/11,2011,10,0,8,0,0,1,0.36,0.3485,0.87,0.1343,32
95,10/23/11,2011,10,0,9,0,0,1,0.4,0.4091,0.76,0,48
185,10/23/11,2011,10,0,10,0,0,1,0.42,0.4242,0.71,0.0896,104
202,10/23/11,2011,10,0,11,0,0,1,0.46,0.4545,0.72,0.1642,131
249,10/23/11,2011,10,0,12,0,0,1,0.5,0.4848,0.59,0.2537,164
255,10/23/11,2011,10,0,13,0,0,1,0.52,0.5,0.55,0.194,160
216,10/23/11,2011,10,0,14,0,0,1,0.52,0.5,0.55,0.2239,192
216,10/23/11,2011,10,0,15,0,0,1,0.52,0.5,0.52,0.1642,171
217,10/23/11,2011,10,0,16,0,0,1,0.52,0.5,0.55,0.194,188
220,10/23/11,2011,10,0,17,0,0,1,0.5,0.4848,0.63,0.1343,120
196,10/23/11,2011,10,0,18,0,0,1,0.5,0.4848,0.63,0.1045,88
140,10/23/11,2011,10,0,19,0,0,1,0.46,0.4545,0.77,0,53
112,10/23/11,2011,10,0,20,0,0,1,0.44,0.4394,0.72,0.0896,32
75,10/23/11,2011,10,0,21,0,0,1,0.44,0.4394,0.72,0.0896,24
69,10/23/11,2011,10,0,22,0,0,1,0.42,0.4242,0.77,0.1045,25
31,10/23/11,2011,10,0,23,0,0,1,0.42,0.4242,0.77,0.1642,18
26,10/24/11,2011,10,1,0,0,1,1,0.42,0.4242,0.77,0,6
8,10/24/11,2011,10,1,1,0,1,1,0.4,0.4091,0.82,0.1343,7
6,10/24/11,2011,10,1,2,0,1,1,0.4,0.4091,0.87,0.1045,1
3,10/24/11,2011,10,1,3,0,1,1,0.4,0.4091,0.82,0.0896,1
5,10/24/11,2011,10,1,4,0,1,1,0.4,0.4091,0.82,0,1
19,10/24/11,2011,10,1,5,0,1,1,0.38,0.3939,0.87,0,2
83,10/24/11,2011,10,1,6,0,1,1,0.4,0.4091,0.87,0.1045,3
274,10/24/11,2011,10,1,7,0,1,2,0.38,0.3939,0.94,0.1045,11
378,10/24/11,2011,10,1,8,0,1,2,0.42,0.4242,0.88,0.1642,20
166,10/24/11,2011,10,1,9,0,1,2,0.44,0.4394,0.82,0.1642,29
82,10/24/11,2011,10,1,10,0,1,2,0.46,0.4545,0.82,0.2537,47
109,10/24/11,2011,10,1,11,0,1,2,0.5,0.4848,0.72,0.1642,59
156,10/24/11,2011,10,1,12,0,1,2,0.52,0.5,0.68,0.1045,64
138,10/24/11,2011,10,1,13,0,1,2,0.54,0.5152,0.64,0.2239,60
143,10/24/11,2011,10,1,14,0,1,2,0.54,0.5152,0.64,0.194,63
125,10/24/11,2011,10,1,15,0,1,1,0.56,0.5303,0.6,0.1642,52
242,10/24/11,2011,10,1,16,0,1,1,0.54,0.5152,0.64,0.194,68
527,10/24/11,2011,10,1,17,0,1,1,0.52,0.5,0.68,0.1343,87
428,10/24/11,2011,10,1,18,0,1,1,0.54,0.5152,0.6,0.0896,58
212,10/24/11,2011,10,1,19,0,1,3,0.48,0.4697,0.82,0,25
118,10/24/11,2011,10,1,20,0,1,1,0.48,0.4697,0.82,0.1045,11
114,10/24/11,2011,10,1,21,0,1,1,0.46,0.4545,0.87,0.1045,12
76,10/24/11,2011,10,1,22,0,1,1,0.48,0.4697,0.75,0.1642,3
50,10/24/11,2011,10,1,23,0,1,1,0.46,0.4545,0.77,0.0896,9
26,10/25/11,2011,10,2,0,0,1,1,0.44,0.4394,0.77,0.1343,4
6,10/25/11,2011,10,2,1,0,1,1,0.44,0.4394,0.77,0.1343,5
3,10/25/11,2011,10,2,2,0,1,1,0.42,0.4242,0.82,0.1343,2
3,10/25/11,2011,10,2,3,0,1,1,0.4,0.4091,0.87,0,1
5,10/25/11,2011,10,2,4,0,1,1,0.38,0.3939,0.87,0.1343,0
24,10/25/11,2011,10,2,5,0,1,1,0.38,0.3939,0.87,0.1343,0
95,10/25/11,2011,10,2,6,0,1,1,0.38,0.3939,0.82,0.1045,3
299,10/25/11,2011,10,2,7,0,1,1,0.4,0.4091,0.76,0.194,15
383,10/25/11,2011,10,2,8,0,1,1,0.44,0.4394,0.72,0,25
194,10/25/11,2011,10,2,9,0,1,1,0.48,0.4697,0.55,0.2239,29
102,10/25/11,2011,10,2,10,0,1,1,0.5,0.4848,0.51,0.2537,26
120,10/25/11,2011,10,2,11,0,1,1,0.52,0.5,0.48,0.2836,46
165,10/25/11,2011,10,2,12,0,1,1,0.54,0.5152,0.39,0.3582,35
161,10/25/11,2011,10,2,13,0,1,1,0.56,0.5303,0.37,0.3881,37
134,10/25/11,2011,10,2,14,0,1,1,0.56,0.5303,0.4,0.2537,66
171,10/25/11,2011,10,2,15,0,1,1,0.56,0.5303,0.37,0.1045,63
233,10/25/11,2011,10,2,16,0,1,1,0.56,0.5303,0.37,0.194,52
517,10/25/11,2011,10,2,17,0,1,1,0.56,0.5303,0.37,0.1045,68
453,10/25/11,2011,10,2,18,0,1,1,0.52,0.5,0.42,0.1045,65
294,10/25/11,2011,10,2,19,0,1,1,0.48,0.4697,0.67,0.194,44
208,10/25/11,2011,10,2,20,0,1,1,0.46,0.4545,0.67,0.1045,40
169,10/25/11,2011,10,2,21,0,1,1,0.44,0.4394,0.72,0.1343,32
148,10/25/11,2011,10,2,22,0,1,1,0.46,0.4545,0.67,0.194,22
79,10/25/11,2011,10,2,23,0,1,1,0.44,0.4394,0.72,0.1343,15
28,10/26/11,2011,10,3,0,0,1,1,0.44,0.4394,0.72,0.194,4
9,10/26/11,2011,10,3,1,0,1,1,0.44,0.4394,0.67,0.2537,3
1,10/26/11,2011,10,3,2,0,1,1,0.44,0.4394,0.67,0.1642,2
3,10/26/11,2011,10,3,3,0,1,1,0.44,0.4394,0.67,0.2239,0
5,10/26/11,2011,10,3,4,0,1,1,0.42,0.4242,0.71,0.2537,0
21,10/26/11,2011,10,3,5,0,1,1,0.42,0.4242,0.71,0.2239,0
92,10/26/11,2011,10,3,6,0,1,1,0.42,0.4242,0.71,0.2239,0
284,10/26/11,2011,10,3,7,0,1,1,0.42,0.4242,0.71,0.1642,15
438,10/26/11,2011,10,3,8,0,1,2,0.44,0.4394,0.67,0.194,26
226,10/26/11,2011,10,3,9,0,1,2,0.48,0.4697,0.63,0.2239,14
105,10/26/11,2011,10,3,10,0,1,2,0.52,0.5,0.62,0.2537,26
132,10/26/11,2011,10,3,11,0,1,1,0.52,0.5,0.59,0.3284,23
155,10/26/11,2011,10,3,12,0,1,3,0.58,0.5455,0.53,0.2239,39
62,10/26/11,2011,10,3,13,0,1,3,0.56,0.5303,0.6,0.1045,20
52,10/26/11,2011,10,3,14,0,1,2,0.52,0.5,0.77,0,14
59,10/26/11,2011,10,3,15,0,1,2,0.52,0.5,0.77,0,11
196,10/26/11,2011,10,3,16,0,1,2,0.52,0.5,0.77,0.0896,17
414,10/26/11,2011,10,3,17,0,1,2,0.52,0.5,0.77,0.1045,40
398,10/26/11,2011,10,3,18,0,1,1,0.52,0.5,0.77,0.1642,55
306,10/26/11,2011,10,3,19,0,1,1,0.5,0.4848,0.82,0,25
180,10/26/11,2011,10,3,20,0,1,1,0.5,0.4848,0.88,0,27
140,10/26/11,2011,10,3,21,0,1,2,0.52,0.5,0.77,0,17
112,10/26/11,2011,10,3,22,0,1,2,0.48,0.4697,0.88,0.0896,23
72,10/26/11,2011,10,3,23,0,1,2,0.48,0.4697,0.88,0.0896,3
23,10/27/11,2011,10,4,0,0,1,1,0.46,0.4545,0.94,0,3
9,10/27/11,2011,10,4,1,0,1,1,0.46,0.4545,0.94,0,2
5,10/27/11,2011,10,4,2,0,1,3,0.46,0.4545,0.94,0,3
3,10/27/11,2011,10,4,3,0,1,3,0.46,0.4545,0.94,0,1
3,10/27/11,2011,10,4,4,0,1,3,0.48,0.4697,0.88,0,1
14,10/27/11,2011,10,4,5,0,1,3,0.48,0.4697,0.88,0.0896,1
42,10/27/11,2011,10,4,6,0,1,3,0.5,0.4848,0.82,0,4
128,10/27/11,2011,10,4,7,0,1,2,0.46,0.4545,0.94,0.0896,9
304,10/27/11,2011,10,4,8,0,1,3,0.48,0.4697,0.88,0.194,12
155,10/27/11,2011,10,4,9,0,1,2,0.5,0.4848,0.82,0.1642,16
52,10/27/11,2011,10,4,10,0,1,3,0.5,0.4848,0.88,0.194,10
44,10/27/11,2011,10,4,11,0,1,3,0.5,0.4848,0.88,0.1343,8
45,10/27/11,2011,10,4,12,0,1,3,0.5,0.4848,0.88,0.1343,8
64,10/27/11,2011,10,4,13,0,1,2,0.5,0.4848,0.88,0.1642,10
76,10/27/11,2011,10,4,14,0,1,2,0.52,0.5,0.83,0,16
95,10/27/11,2011,10,4,15,0,1,2,0.52,0.5,0.83,0.1045,12
193,10/27/11,2011,10,4,16,0,1,2,0.56,0.5303,0.73,0.1642,14
291,10/27/11,2011,10,4,17,0,1,2,0.5,0.4848,0.72,0.4627,31
226,10/27/11,2011,10,4,18,0,1,2,0.48,0.4697,0.67,0.4627,14
200,10/27/11,2011,10,4,19,0,1,2,0.44,0.4394,0.67,0.4627,19
171,10/27/11,2011,10,4,20,0,1,1,0.42,0.4242,0.67,0.4925,11
119,10/27/11,2011,10,4,21,0,1,1,0.4,0.4091,0.62,0.5224,13
97,10/27/11,2011,10,4,22,0,1,1,0.36,0.3182,0.66,0.4925,14
60,10/27/11,2011,10,4,23,0,1,1,0.34,0.303,0.61,0.4179,8
40,10/28/11,2011,10,5,0,0,1,1,0.34,0.3182,0.66,0.2537,4
9,10/28/11,2011,10,5,1,0,1,1,0.32,0.303,0.66,0.2537,7
3,10/28/11,2011,10,5,2,0,1,1,0.32,0.303,0.66,0.2836,1
4,10/28/11,2011,10,5,3,0,1,1,0.3,0.2879,0.7,0.2836,4
5,10/28/11,2011,10,5,4,0,1,1,0.3,0.2879,0.65,0.2836,5
25,10/28/11,2011,10,5,5,0,1,2,0.3,0.2879,0.61,0.2537,0
74,10/28/11,2011,10,5,6,0,1,1,0.28,0.2727,0.65,0.2537,1
199,10/28/11,2011,10,5,7,0,1,1,0.28,0.2727,0.65,0.2537,6
361,10/28/11,2011,10,5,8,0,1,1,0.3,0.2879,0.61,0.2836,13
210,10/28/11,2011,10,5,9,0,1,1,0.32,0.303,0.57,0.2239,19
102,10/28/11,2011,10,5,10,0,1,1,0.34,0.3182,0.57,0.2239,28
128,10/28/11,2011,10,5,11,0,1,1,0.36,0.3485,0.5,0.2239,40
167,10/28/11,2011,10,5,12,0,1,2,0.38,0.3939,0.4,0.1642,46
185,10/28/11,2011,10,5,13,0,1,2,0.38,0.3939,0.42,0.2239,43
152,10/28/11,2011,10,5,14,0,1,2,0.36,0.3485,0.46,0.194,33
171,10/28/11,2011,10,5,15,0,1,2,0.36,0.3333,0.43,0.2537,44
262,10/28/11,2011,10,5,16,0,1,2,0.36,0.3485,0.46,0.1642,46
411,10/28/11,2011,10,5,17,0,1,2,0.36,0.3485,0.5,0.1343,35
332,10/28/11,2011,10,5,18,0,1,2,0.36,0.3485,0.53,0.1642,36
188,10/28/11,2011,10,5,19,0,1,2,0.36,0.3485,0.5,0.1343,16
131,10/28/11,2011,10,5,20,0,1,3,0.34,0.3182,0.61,0.2239,12
69,10/28/11,2011,10,5,21,0,1,3,0.32,0.3182,0.7,0.1642,5
32,10/28/11,2011,10,5,22,0,1,3,0.3,0.2879,0.75,0.2836,4
31,10/28/11,2011,10,5,23,0,1,3,0.3,0.2727,0.81,0.3284,8
19,10/29/11,2011,10,6,0,0,0,3,0.28,0.2576,0.87,0.2985,0
18,10/29/11,2011,10,6,1,0,0,3,0.3,0.2727,0.87,0.2985,0
16,10/29/11,2011,10,6,2,0,0,3,0.3,0.2727,0.87,0.2985,1
8,10/29/11,2011,10,6,3,0,0,3,0.3,0.2727,0.81,0.4179,0
1,10/29/11,2011,10,6,4,0,0,3,0.3,0.2727,0.81,0.4179,0
1,10/29/11,2011,10,6,5,0,0,3,0.26,0.2273,0.93,0.3582,0
1,10/29/11,2011,10,6,6,0,0,3,0.26,0.2273,0.87,0.3582,4
6,10/29/11,2011,10,6,7,0,0,3,0.26,0.2273,0.87,0.3582,1
16,10/29/11,2011,10,6,8,0,0,3,0.28,0.2576,0.87,0.3582,4
19,10/29/11,2011,10,6,9,0,0,3,0.28,0.2576,0.87,0.3582,1
12,10/29/11,2011,10,6,10,0,0,3,0.26,0.2273,0.93,0.3284,0
26,10/29/11,2011,10,6,11,0,0,3,0.26,0.2273,0.93,0.3881,1
44,10/29/11,2011,10,6,12,0,0,3,0.24,0.197,0.87,0.4925,6
30,10/29/11,2011,10,6,13,0,0,3,0.24,0.197,0.87,0.5224,0
29,10/29/11,2011,10,6,14,0,0,3,0.24,0.197,0.87,0.4478,0
38,10/29/11,2011,10,6,15,0,0,3,0.22,0.2121,0.93,0.2537,3
19,10/29/11,2011,10,6,16,0,0,3,0.22,0.197,0.93,0.3284,3
28,10/29/11,2011,10,6,17,0,0,3,0.22,0.197,0.93,0.3284,3
37,10/29/11,2011,10,6,18,0,0,3,0.22,0.197,0.93,0.3284,6
36,10/29/11,2011,10,6,19,0,0,1,0.24,0.2121,0.87,0.3582,3
40,10/29/11,2011,10,6,20,0,0,1,0.24,0.2121,0.87,0.3582,7
49,10/29/11,2011,10,6,21,0,0,1,0.24,0.2121,0.87,0.3582,1
44,10/29/11,2011,10,6,22,0,0,1,0.22,0.2121,0.87,0.2239,10
33,10/29/11,2011,10,6,23,0,0,1,0.22,0.2273,0.87,0.194,3
47,10/30/11,2011,10,0,0,0,0,1,0.22,0.2121,0.87,0.2239,7
34,10/30/11,2011,10,0,1,0,0,1,0.22,0.2121,0.87,0.2537,9
43,10/30/11,2011,10,0,2,0,0,1,0.22,0.2121,0.87,0.2836,7
26,10/30/11,2011,10,0,3,0,0,1,0.24,0.2121,0.75,0.3582,7
10,10/30/11,2011,10,0,4,0,0,1,0.22,0.197,0.8,0.3284,1
4,10/30/11,2011,10,0,5,0,0,1,0.24,0.2121,0.75,0.2985,0
8,10/30/11,2011,10,0,6,0,0,1,0.24,0.2273,0.75,0.2537,2
15,10/30/11,2011,10,0,7,0,0,1,0.24,0.2879,0.75,0,7
60,10/30/11,2011,10,0,8,0,0,1,0.26,0.2576,0.7,0.2239,20
92,10/30/11,2011,10,0,9,0,0,1,0.3,0.2879,0.65,0.2537,55
125,10/30/11,2011,10,0,10,0,0,1,0.32,0.3333,0.61,0.0896,53
182,10/30/11,2011,10,0,11,0,0,1,0.36,0.3485,0.53,0.2239,58
229,10/30/11,2011,10,0,12,0,0,1,0.38,0.3939,0.5,0.194,85
232,10/30/11,2011,10,0,13,0,0,1,0.4,0.4091,0.43,0.2239,113
209,10/30/11,2011,10,0,14,0,0,1,0.42,0.4242,0.38,0.194,91
202,10/30/11,2011,10,0,15,0,0,1,0.42,0.4242,0.35,0.1642,88
213,10/30/11,2011,10,0,16,0,0,1,0.42,0.4242,0.32,0.1343,107
191,10/30/11,2011,10,0,17,0,0,1,0.4,0.4091,0.35,0.1045,54
162,10/30/11,2011,10,0,18,0,0,1,0.36,0.3485,0.4,0.1343,51
125,10/30/11,2011,10,0,19,0,0,1,0.56,0.5303,0.49,0.2985,28
74,10/30/11,2011,10,0,20,0,0,1,0.34,0.3636,0.57,0,18
75,10/30/11,2011,10,0,21,0,0,1,0.32,0.3485,0.66,0,4
58,10/30/11,2011,10,0,22,0,0,1,0.3,0.3333,0.75,0,13
30,10/30/11,2011,10,0,23,0,0,1,0.26,0.303,0.87,0,7
20,10/31/11,2011,10,1,0,0,1,1,0.26,0.303,0.87,0,3
8,10/31/11,2011,10,1,1,0,1,1,0.26,0.303,0.81,0,5
3,10/31/11,2011,10,1,2,0,1,1,0.24,0.2879,0.87,0,0
3,10/31/11,2011,10,1,3,0,1,1,0.24,0.2576,0.87,0.1045,0
5,10/31/11,2011,10,1,4,0,1,1,0.24,0.2879,0.87,0,1
18,10/31/11,2011,10,1,5,0,1,1,0.22,0.2727,0.93,0,0
82,10/31/11,2011,10,1,6,0,1,1,0.24,0.2879,0.87,0,4
216,10/31/11,2011,10,1,7,0,1,1,0.24,0.2879,0.93,0,11
355,10/31/11,2011,10,1,8,0,1,2,0.28,0.3182,0.87,0,17
197,10/31/11,2011,10,1,9,0,1,2,0.32,0.3182,0.76,0.1642,14
87,10/31/11,2011,10,1,10,0,1,2,0.36,0.3485,0.57,0.1642,18
97,10/31/11,2011,10,1,11,0,1,1,0.4,0.4091,0.5,0.1343,31
140,10/31/11,2011,10,1,12,0,1,1,0.42,0.4242,0.44,0.2239,30
128,10/31/11,2011,10,1,13,0,1,2,0.44,0.4394,0.44,0.2239,24
119,10/31/11,2011,10,1,14,0,1,2,0.44,0.4394,0.47,0.2239,22
141,10/31/11,2011,10,1,15,0,1,1,0.44,0.4394,0.47,0.1642,27
242,10/31/11,2011,10,1,16,0,1,1,0.42,0.4242,0.54,0.1642,30
442,10/31/11,2011,10,1,17,0,1,1,0.42,0.4242,0.54,0.1343,44
392,10/31/11,2011,10,1,18,0,1,1,0.4,0.4091,0.66,0.0896,30
226,10/31/11,2011,10,1,19,0,1,1,0.4,0.4091,0.66,0.0896,12
154,10/31/11,2011,10,1,20,0,1,1,0.4,0.4091,0.66,0.0896,18
109,10/31/11,2011,10,1,21,0,1,2,0.36,0.3485,0.76,0.194,7
77,10/31/11,2011,10,1,22,0,1,2,0.36,0.3485,0.76,0.194,8
46,10/31/11,2011,10,1,23,0,1,2,0.36,0.3485,0.76,0.194,6
18,11/1/11,2011,11,2,0,0,1,2,0.36,0.3485,0.87,0.1642,3
8,11/1/11,2011,11,2,1,0,1,1,0.36,0.3485,0.81,0.1343,3
3,11/1/11,2011,11,2,2,0,1,2,0.36,0.3485,0.81,0.1642,1
5,11/1/11,2011,11,2,3,0,1,2,0.36,0.3485,0.81,0.1343,1
7,11/1/11,2011,11,2,4,0,1,1,0.34,0.3182,0.81,0.2239,1
18,11/1/11,2011,11,2,5,0,1,1,0.32,0.3182,0.81,0.194,0
90,11/1/11,2011,11,2,6,0,1,1,0.32,0.3182,0.81,0.194,3
246,11/1/11,2011,11,2,7,0,1,1,0.34,0.3333,0.76,0.194,8
